,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
51250,2,1,44.34548883883408,-75.95002673594952,44.42858,73745591.27495144,"[-4.11 -3.55 -3.22 -2.95 -2.73 -2.5  -2.32 -2.17 -2.02 -1.87 -1.72 -1.61
 -1.49 -1.38 -1.27 -1.16 -1.04 -0.97 -0.86 -0.78 -0.71 -0.63 -0.52 -0.44
 -0.37 -0.29 -0.22 -0.14 -0.07  0.    0.07  0.14  0.22  0.29  0.37  0.44
  0.56  0.63  0.71  0.78  0.89  0.97  1.08  1.16  1.27  1.34  1.46  1.57
  1.68  1.79  1.9   2.02  2.13  2.28  2.43  2.54  2.69  2.88  3.03  3.22
  3.4   3.59  3.81  4.    4.23  4.41  4.64  4.83  5.05  5.27  5.46  5.69
  5.95  6.17  6.44  6.73  7.03  7.41  7.82  8.2   8.57  8.91  9.21  9.58
  9.92 10.29 10.67 11.04 11.45 11.94 12.46 13.06 13.7  14.22 14.75 15.23
 15.8  16.4  16.99 17.59 18.15]",0,98.0,78770200300212425
51280,2,1,44.33716740345993,-75.93110488539872,40.8575,73745591.531141,"[-3.44 -3.22 -3.03 -2.84 -2.69 -2.54 -2.43 -2.32 -2.2  -2.13 -2.02 -1.94
 -1.87 -1.79 -1.72 -1.64 -1.61 -1.53 -1.46 -1.42 -1.34 -1.31 -1.23 -1.19
 -1.16 -1.08 -1.04 -1.01 -0.93 -0.89 -0.86 -0.82 -0.74 -0.71 -0.67 -0.63
 -0.59 -0.56 -0.52 -0.48 -0.44 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14
 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.33
  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.67  0.71  0.74  0.78  0.82
  0.89  0.93  0.97  1.04  1.08  1.16  1.19  1.27  1.31  1.38  1.46  1.53
  1.61  1.68  1.75  1.83  1.94  2.05  2.17  2.32  2.47  2.65  2.88  3.14
  3.48  3.89  4.3   4.75  5.27]",15,58.0,78770200300212455
51330,2,1,44.323785458851866,-75.90062148081779,63.443058,73745591.944341,"[-2.99 -2.73 -2.47 -2.28 -2.05 -1.9  -1.72 -1.57 -1.42 -1.27 -1.16 -1.01
 -0.89 -0.78 -0.63 -0.52 -0.41 -0.29 -0.18 -0.07  0.03  0.14  0.26  0.37
  0.48  0.59  0.71  0.82  0.97  1.12  1.23  1.42  1.57  1.75  1.94  2.2
  2.47  2.77  3.14  3.51  3.93  4.3   4.71  5.09  5.42  5.76  6.1   6.4
  6.7   6.96  7.22  7.48  7.75  7.97  8.2   8.42  8.64  8.87  9.06  9.28
  9.47  9.69  9.88 10.1  10.29 10.48 10.7  10.89 11.08 11.27 11.45 11.64
 11.83 12.01 12.2  12.39 12.58 12.76 12.95 13.14 13.32 13.51 13.7  13.89
 14.11 14.3  14.49 14.71 14.9  15.12 15.35 15.53 15.76 15.98 16.21 16.47
 16.69 16.99 17.29 17.67 18.19]",0,95.0,78770200300212505
51340,2,1,44.32109929440906,-75.89452019346729,55.31169,73745592.026981,"[-2.47 -1.83 -1.38 -1.01 -0.71 -0.41 -0.18  0.07  0.29  0.56  0.82  1.08
  1.34  1.61  1.87  2.09  2.32  2.54  2.77  2.99  3.25  3.51  3.78  4.04
  4.3   4.56  4.83  5.05  5.31  5.54  5.76  6.02  6.21  6.44  6.62  6.81
  7.    7.15  7.33  7.48  7.67  7.82  7.97  8.16  8.31  8.46  8.64  8.79
  8.94  9.09  9.28  9.43  9.62  9.77  9.95 10.14 10.29 10.48 10.7  10.89
 11.08 11.27 11.45 11.68 11.86 12.09 12.28 12.46 12.69 12.88 13.06 13.25
 13.47 13.66 13.85 14.04 14.22 14.41 14.64 14.82 15.08 15.35 15.61 15.87
 16.17 16.47 16.73 17.03 17.37 17.78 18.23 18.68 19.09 19.43 19.76 20.1
 20.44 20.81 21.23 21.67 22.24]",0,94.0,78770200300212515
51360,2,1,44.31572498738273,-75.88233740246639,70.01267,73745592.192291,"[-3.44 -3.14 -2.92 -2.73 -2.58 -2.43 -2.32 -2.2  -2.09 -2.02 -1.9  -1.83
 -1.75 -1.68 -1.61 -1.57 -1.49 -1.46 -1.38 -1.34 -1.27 -1.23 -1.19 -1.12
 -1.08 -1.04 -1.01 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63
 -0.59 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18
 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22  0.26
  0.29  0.29  0.33  0.37  0.41  0.44  0.48  0.56  0.59  0.63  0.67  0.71
  0.74  0.78  0.82  0.86  0.89  0.97  1.01  1.04  1.08  1.16  1.19  1.27
  1.31  1.38  1.42  1.49  1.57  1.64  1.72  1.79  1.87  1.98  2.09  2.2
  2.35  2.5   2.69  2.99  3.51]",0,0.0,78770200300212535
51390,2,1,44.307693887559985,-75.8640452680065,78.53051,73745592.4402366,"[-3.66 -3.4  -3.18 -2.99 -2.8  -2.65 -2.54 -2.43 -2.32 -2.2  -2.13 -2.02
 -1.94 -1.87 -1.79 -1.72 -1.64 -1.57 -1.53 -1.46 -1.42 -1.34 -1.31 -1.23
 -1.19 -1.12 -1.08 -1.04 -0.97 -0.93 -0.89 -0.86 -0.82 -0.74 -0.71 -0.67
 -0.63 -0.59 -0.56 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18
 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.14  0.18  0.22  0.26  0.29
  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.63  0.67  0.71  0.74  0.78
  0.86  0.89  0.93  0.97  1.04  1.08  1.12  1.19  1.23  1.31  1.34  1.42
  1.49  1.57  1.61  1.68  1.75  1.87  1.94  2.02  2.13  2.24  2.35  2.5
  2.69  2.88  3.14  3.48  4.  ]",0,0.0,78770200300212565
51400,2,1,44.30501478272879,-75.85794895022136,81.73154,73745592.5228766,"[-3.33 -3.07 -2.84 -2.65 -2.5  -2.35 -2.24 -2.13 -2.05 -1.94 -1.87 -1.79
 -1.72 -1.64 -1.57 -1.49 -1.46 -1.38 -1.34 -1.27 -1.23 -1.19 -1.12 -1.08
 -1.04 -0.97 -0.93 -0.89 -0.86 -0.82 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56
 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11
 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.29  0.33
  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.67  0.71  0.74  0.78  0.82
  0.86  0.89  0.97  1.01  1.04  1.12  1.16  1.19  1.27  1.31  1.38  1.42
  1.49  1.57  1.64  1.72  1.79  1.87  1.94  2.05  2.13  2.24  2.39  2.54
  2.69  2.88  3.14  3.48  4.  ]",0,0.0,78770200300212575
51410,2,1,44.30233131536852,-75.85185446770237,80.58647,73745592.6055166,"[-3.25 -2.99 -2.77 -2.62 -2.47 -2.32 -2.2  -2.13 -2.02 -1.94 -1.87 -1.79
 -1.72 -1.64 -1.61 -1.53 -1.46 -1.42 -1.34 -1.31 -1.27 -1.19 -1.16 -1.12
 -1.08 -1.01 -0.97 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.67 -0.63 -0.59
 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18
 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22  0.26
  0.29  0.29  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.63  0.67  0.71
  0.74  0.78  0.82  0.86  0.89  0.93  1.01  1.04  1.08  1.16  1.19  1.23
  1.31  1.34  1.42  1.49  1.53  1.61  1.68  1.75  1.87  1.94  2.05  2.17
  2.28  2.47  2.65  2.92  3.44]",0,100.0,78770200300212585
51420,2,1,44.29964242197468,-75.84575977914815,67.78827,73745592.6881566,"[-3.03 -2.8  -2.62 -2.47 -2.32 -2.17 -2.05 -1.94 -1.83 -1.75 -1.64 -1.57
 -1.49 -1.42 -1.34 -1.27 -1.19 -1.16 -1.08 -1.01 -0.97 -0.89 -0.82 -0.78
 -0.71 -0.67 -0.63 -0.56 -0.52 -0.44 -0.41 -0.37 -0.29 -0.26 -0.22 -0.14
 -0.11 -0.07 -0.03  0.03  0.07  0.11  0.18  0.22  0.26  0.33  0.37  0.41
  0.48  0.52  0.59  0.63  0.71  0.74  0.82  0.86  0.93  1.01  1.04  1.12
  1.19  1.27  1.34  1.42  1.49  1.61  1.68  1.79  1.9   2.02  2.13  2.28
  2.43  2.62  2.8   3.03  3.25  3.55  3.85  4.15  4.49  4.83  5.16  5.5
  5.84  6.17  6.51  6.85  7.18  7.52  7.86  8.2   8.49  8.83  9.13  9.47
  9.77 10.14 10.52 10.93 11.42]",0,95.0,78770200300212595
51430,2,1,44.29695388166445,-75.83967853401177,76.97584,73745592.7707966,"[-3.36 -3.1  -2.88 -2.73 -2.58 -2.43 -2.32 -2.2  -2.13 -2.02 -1.94 -1.87
 -1.79 -1.72 -1.64 -1.61 -1.53 -1.46 -1.42 -1.34 -1.31 -1.27 -1.19 -1.16
 -1.12 -1.08 -1.01 -0.97 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.67 -0.63
 -0.59 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.29 -0.26 -0.22
 -0.18 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22
  0.26  0.29  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63  0.67
  0.71  0.74  0.78  0.82  0.86  0.89  0.97  1.01  1.04  1.08  1.16  1.19
  1.27  1.31  1.38  1.42  1.49  1.57  1.64  1.72  1.79  1.87  1.98  2.09
  2.2   2.35  2.54  2.8   3.29]",0,0.0,78770200300212605
