,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
108340,2,1,41.9208061606054,-75.2707317594341,241.2753,58425670.2017113,"[-3.81 -3.48 -3.22 -2.99 -2.8  -2.65 -2.54 -2.43 -2.32 -2.2  -2.09 -2.02
 -1.94 -1.87 -1.79 -1.72 -1.64 -1.61 -1.53 -1.49 -1.42 -1.38 -1.31 -1.27
 -1.19 -1.16 -1.12 -1.08 -1.01 -0.97 -0.93 -0.89 -0.86 -0.82 -0.78 -0.71
 -0.67 -0.63 -0.59 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26
 -0.22 -0.18 -0.14 -0.11 -0.07 -0.03  0.    0.    0.03  0.07  0.11  0.14
  0.18  0.22  0.26  0.29  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.63
  0.67  0.71  0.74  0.78  0.82  0.86  0.93  0.97  1.01  1.04  1.12  1.16
  1.23  1.27  1.34  1.38  1.46  1.53  1.61  1.68  1.75  1.87  1.94  2.09
  2.2   2.35  2.58  2.88  3.44]",0,13.0,51280200200120559
108350,2,1,41.92373379876786,-75.26520092900691,445.87686,58425670.2843513,"[-3.29 -2.47 -1.87 -1.46 -1.12 -0.78 -0.52 -0.26  0.    0.26  0.52  0.78
  1.04  1.31  1.57  1.79  2.09  2.39  2.73  3.06  3.36  3.66  3.96  4.19
  4.41  4.6   4.79  4.97  5.16  5.31  5.46  5.65  5.8   5.95  6.1   6.25
  6.36  6.51  6.62  6.77  6.88  7.    7.11  7.22  7.33  7.45  7.56  7.67
  7.74  7.86  7.97  8.08  8.19  8.31  8.42  8.53  8.64  8.76  8.91  9.02
  9.13  9.24  9.39  9.54  9.69  9.84  9.99 10.18 10.4  10.63 10.85 11.15
 11.53 11.98 12.54 13.21 14.   14.71 15.34 15.94 16.54 17.14 17.7  18.23
 18.68 19.09 19.5  19.87 20.25 20.55 20.85 21.15 21.45 21.75 22.12 22.46
 22.83 23.21 23.69 24.26 25.  ]",0,100.0,51280200200120569
108360,2,1,41.92667981290412,-75.2596050553636,496.53525,58425670.3669913,"[-4.97 -4.11 -3.55 -3.14 -2.84 -2.58 -2.39 -2.2  -2.05 -1.9  -1.79 -1.72
 -1.6  -1.49 -1.42 -1.34 -1.27 -1.19 -1.12 -1.04 -0.97 -0.93 -0.86 -0.78
 -0.74 -0.67 -0.63 -0.56 -0.52 -0.44 -0.41 -0.33 -0.29 -0.22 -0.18 -0.11
 -0.07  0.    0.03  0.07  0.14  0.18  0.26  0.29  0.37  0.41  0.48  0.52
  0.59  0.63  0.71  0.74  0.82  0.89  0.93  1.01  1.08  1.16  1.19  1.27
  1.34  1.42  1.49  1.57  1.64  1.75  1.83  1.9   2.02  2.13  2.24  2.35
  2.47  2.58  2.73  2.88  3.06  3.29  3.55  3.85  4.38  8.04 10.93 12.27
 13.14 13.96 14.78 15.79 16.54 17.07 17.48 17.93 18.41 19.05 19.69 20.25
 20.77 21.37 22.05 22.76 23.62]",0,100.0,51280200200120579
108370,2,1,41.92963153879715,-75.25399751016008,518.0616,58425670.4496313,"[-4.23 -3.81 -3.48 -3.21 -2.99 -2.77 -2.62 -2.43 -2.28 -2.17 -2.02 -1.9
 -1.79 -1.68 -1.6  -1.49 -1.42 -1.31 -1.23 -1.12 -1.04 -0.97 -0.89 -0.82
 -0.74 -0.67 -0.59 -0.52 -0.44 -0.37 -0.29 -0.22 -0.14 -0.07  0.    0.07
  0.14  0.22  0.29  0.37  0.44  0.52  0.59  0.67  0.74  0.82  0.89  0.97
  1.08  1.16  1.23  1.34  1.46  1.53  1.64  1.75  1.9   2.02  2.17  2.32
  2.47  2.65  2.88  3.14  3.44  3.78  4.15  4.6   5.09  5.61  6.21  6.77
  7.33  7.86  8.31  8.76  9.2   9.62  9.99 10.4  10.81 11.23 11.64 12.05
 12.5  12.95 13.44 13.92 14.45 14.97 15.53 16.13 16.77 17.4  18.04 18.68
 19.24 19.76 20.29 20.89 21.75]",0,100.0,51280200200120589
108380,2,1,41.932595743563276,-75.24836045109664,463.6013,58425670.5322713,"[-5.5  -5.09 -4.71 -4.34 -3.96 -3.66 -3.36 -3.1  -2.84 -2.62 -2.39 -2.17
 -1.98 -1.83 -1.64 -1.49 -1.34 -1.19 -1.04 -0.93 -0.78 -0.67 -0.52 -0.41
 -0.29 -0.18 -0.03  0.07  0.18  0.29  0.44  0.56  0.67  0.82  0.93  1.08
  1.23  1.38  1.57  1.75  1.94  2.17  2.39  2.65  2.95  3.33  3.74  4.19
  4.67  5.16  5.65  6.1   6.51  6.96  7.33  7.71  8.04  8.34  8.64  8.94
  9.2   9.47  9.77 10.07 10.37 10.7  11.   11.34 11.71 12.05 12.42 12.8
 13.21 13.62 14.   14.41 14.78 15.12 15.49 15.83 16.17 16.51 16.84 17.18
 17.52 17.85 18.19 18.53 18.9  19.24 19.61 19.95 20.29 20.62 20.96 21.3
 21.63 22.05 22.5  23.02 23.73]",0,100.0,51280200200120599
108390,2,1,41.93557761790722,-75.2426741237617,285.0637,58425670.6149113,"[-3.480e+00 -2.770e+00 -2.020e+00 -1.340e+00 -8.200e-01 -4.100e-01
 -3.000e-02  3.300e-01  7.100e-01  1.080e+00  1.490e+00  1.870e+00
  2.280e+00  2.650e+00  3.030e+00  3.360e+00  3.700e+00  3.960e+00
  4.260e+00  4.490e+00  4.750e+00  4.970e+00  5.240e+00  5.460e+00
  5.690e+00  5.910e+00  6.140e+00  6.320e+00  6.510e+00  6.700e+00
  6.880e+00  7.070e+00  7.260e+00  7.410e+00  7.600e+00  7.780e+00
  7.970e+00  8.160e+00  8.340e+00  8.530e+00  8.720e+00  8.940e+00
  9.170e+00  9.390e+00  9.650e+00  9.920e+00  1.022e+01  1.055e+01
  1.089e+01  1.130e+01  1.175e+01  1.224e+01  1.272e+01  1.317e+01
  1.377e+01  1.475e+01  1.591e+01  1.677e+01  1.740e+01  1.797e+01
  1.849e+01  1.901e+01  1.946e+01  2.002e+01  2.062e+01  2.115e+01
  2.156e+01  2.193e+01  2.227e+01  2.265e+01  2.298e+01  2.336e+01
  2.369e+01  2.403e+01  2.433e+01  2.463e+01  2.489e+01  2.523e+01
  2.557e+01  2.594e+01  2.628e+01  2.665e+01  2.699e+01  2.736e+01
  2.774e+01  2.807e+01  2.845e+01  2.875e+01  2.905e+01  2.935e+01
  2.965e+01  2.991e+01  3.025e+01  3.058e+01  3.099e+01  3.141e+01
  3.186e+01  3.227e+01  3.268e+01  3.317e+01  3.391e+01]",0,87.0,51280200200120609
108400,2,1,41.938536868800576,-75.23706515372396,295.74716,58425670.6975513,"[-3.400e+00 -3.060e+00 -2.770e+00 -2.540e+00 -2.350e+00 -2.170e+00
 -2.020e+00 -1.870e+00 -1.720e+00 -1.600e+00 -1.460e+00 -1.340e+00
 -1.230e+00 -1.160e+00 -1.040e+00 -9.300e-01 -8.200e-01 -7.400e-01
 -6.300e-01 -5.600e-01 -4.800e-01 -3.700e-01 -2.900e-01 -1.800e-01
 -1.100e-01 -3.000e-02  7.000e-02  1.400e-01  2.600e-01  3.300e-01
  4.100e-01  5.200e-01  5.900e-01  7.100e-01  8.200e-01  8.900e-01
  1.010e+00  1.120e+00  1.230e+00  1.340e+00  1.460e+00  1.600e+00
  1.720e+00  1.870e+00  2.050e+00  2.240e+00  2.430e+00  2.690e+00
  2.990e+00  3.400e+00  4.000e+00  4.790e+00  6.020e+00  8.870e+00
  1.175e+01  1.284e+01  1.377e+01  1.467e+01  1.553e+01  1.624e+01
  1.677e+01  1.725e+01  1.770e+01  1.823e+01  1.875e+01  1.939e+01
  1.999e+01  2.051e+01  2.104e+01  2.148e+01  2.193e+01  2.238e+01
  2.283e+01  2.324e+01  2.366e+01  2.403e+01  2.444e+01  2.482e+01
  2.519e+01  2.560e+01  2.598e+01  2.635e+01  2.669e+01  2.706e+01
  2.740e+01  2.777e+01  2.819e+01  2.860e+01  2.908e+01  2.961e+01
  3.013e+01  3.066e+01  3.118e+01  3.174e+01  3.238e+01  3.309e+01
  3.388e+01  3.466e+01  3.537e+01  3.609e+01  3.691e+01]",0,100.0,51280200200120619
108410,2,1,41.941500912990136,-75.2314449813113,275.28302,58425670.7801913,"[-3.14 -2.2  -1.57 -1.16 -0.86 -0.63 -0.41 -0.22  0.    0.18  0.37  0.59
  0.78  1.01  1.23  1.42  1.64  1.83  2.05  2.24  2.5   2.8   3.18  3.78
  4.71  6.21  7.22  8.01  8.61  9.13  9.69 10.22 10.78 11.26 11.68 12.01
 12.35 12.69 13.06 13.4  13.74 14.07 14.37 14.63 14.9  15.16 15.38 15.64
 15.91 16.17 16.43 16.66 16.92 17.14 17.37 17.59 17.78 18.   18.23 18.45
 18.68 18.9  19.13 19.35 19.58 19.8  20.06 20.29 20.51 20.77 21.   21.26
 21.56 21.82 22.08 22.35 22.61 22.87 23.1  23.36 23.62 23.84 24.07 24.29
 24.52 24.71 24.93 25.12 25.34 25.57 25.79 26.02 26.28 26.5  26.73 26.99
 27.29 27.63 28.08 28.79 29.54]",0,100.0,51280200200120629
108420,2,1,41.944461085508614,-75.22584035178267,289.14423,58425670.8628313,"[-4.04 -3.63 -3.29 -3.07 -2.84 -2.65 -2.5  -2.39 -2.24 -2.13 -2.05 -1.94
 -1.87 -1.79 -1.72 -1.64 -1.57 -1.49 -1.42 -1.38 -1.31 -1.23 -1.19 -1.12
 -1.08 -1.04 -0.97 -0.93 -0.89 -0.82 -0.78 -0.74 -0.71 -0.63 -0.59 -0.56
 -0.52 -0.48 -0.44 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11 -0.07
 -0.03  0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.29  0.33  0.41  0.44
  0.48  0.52  0.56  0.63  0.67  0.71  0.74  0.82  0.86  0.89  0.97  1.01
  1.04  1.12  1.19  1.23  1.31  1.38  1.42  1.49  1.57  1.64  1.75  1.83
  1.94  2.05  2.17  2.32  2.47  2.65  2.92  3.25  3.7   4.38  5.31  6.58
  7.97  9.43 10.48 11.23 12.09]",0,75.0,51280200200120639
108430,2,1,41.94742140882354,-75.22023230314606,298.23618,58425670.9454743,"[-5.46 -4.64 -3.93 -3.4  -3.03 -2.73 -2.47 -2.24 -2.05 -1.87 -1.72 -1.53
 -1.42 -1.27 -1.16 -1.01 -0.89 -0.78 -0.71 -0.59 -0.52 -0.41 -0.33 -0.22
 -0.14 -0.07  0.03  0.11  0.18  0.29  0.37  0.48  0.56  0.67  0.78  0.86
  0.97  1.12  1.23  1.34  1.49  1.64  1.79  1.94  2.13  2.35  2.62  2.92
  3.36  3.89  4.49  5.16  5.84  6.28  6.62  6.96  7.26  7.56  7.82  8.08
  8.31  8.53  8.76  8.98  9.2   9.43  9.65  9.84 10.07 10.25 10.44 10.63
 10.81 11.   11.15 11.34 11.53 11.71 11.9  12.13 12.31 12.54 12.8  13.06
 13.32 13.59 13.81 14.07 14.3  14.52 14.78 15.05 15.34 15.68 16.06 16.47
 16.8  17.18 17.55 18.04 18.83]",0,100.0,51280200200120649
