,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
106140,2,1,41.25803406954321,-74.46573402224692,88.14067,57150193.98523795,"[-5.04 -4.11 -3.51 -3.1  -2.76 -2.54 -2.31 -2.16 -2.01 -1.86 -1.75 -1.64
 -1.53 -1.45 -1.38 -1.3  -1.23 -1.15 -1.08 -1.   -0.93 -0.89 -0.82 -0.74
 -0.71 -0.63 -0.59 -0.52 -0.48 -0.41 -0.37 -0.33 -0.26 -0.22 -0.18 -0.11
 -0.07 -0.03  0.03  0.07  0.11  0.18  0.22  0.26  0.33  0.37  0.44  0.48
  0.56  0.59  0.67  0.71  0.78  0.82  0.89  0.93  1.    1.08  1.15  1.23
  1.27  1.34  1.42  1.53  1.6   1.68  1.75  1.86  1.98  2.05  2.16  2.27
  2.39  2.54  2.65  2.8   2.95  3.1   3.28  3.47  3.66  3.88  4.14  4.44
  4.82  5.19  5.6   6.05  6.57  7.13  7.73  8.33  8.93  9.41  9.86 10.23
 10.65 11.02 11.51 12.14 13.15]",0,94.0,48990200200273898
106150,2,1,41.26105998153357,-74.46024505254421,93.372574,57150194.06787795,"[-4.44 -3.99 -3.66 -3.4  -3.17 -2.98 -2.84 -2.69 -2.54 -2.42 -2.31 -2.24
 -2.13 -2.05 -1.94 -1.86 -1.79 -1.71 -1.64 -1.6  -1.53 -1.45 -1.38 -1.34
 -1.27 -1.23 -1.15 -1.12 -1.08 -1.   -0.97 -0.93 -0.85 -0.82 -0.78 -0.71
 -0.67 -0.63 -0.59 -0.56 -0.52 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.18
 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.18  0.22  0.26  0.29
  0.33  0.37  0.41  0.48  0.52  0.56  0.59  0.67  0.71  0.74  0.78  0.85
  0.89  0.93  1.    1.04  1.08  1.15  1.19  1.27  1.34  1.38  1.45  1.53
  1.6   1.68  1.75  1.83  1.9   2.01  2.09  2.2   2.31  2.46  2.57  2.76
  2.95  3.21  3.51  3.96  4.78]",0,0.0,48990200200273908
106160,2,1,41.264069444612716,-74.45477474532743,122.43239,57150194.15051795,"[-4.48 -3.92 -3.55 -3.25 -2.98 -2.8  -2.61 -2.5  -2.35 -2.24 -2.13 -2.05
 -1.94 -1.86 -1.79 -1.71 -1.64 -1.56 -1.49 -1.45 -1.38 -1.34 -1.27 -1.23
 -1.15 -1.12 -1.08 -1.   -0.97 -0.93 -0.89 -0.85 -0.78 -0.74 -0.71 -0.67
 -0.63 -0.59 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22
 -0.18 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22
  0.26  0.29  0.33  0.37  0.41  0.44  0.52  0.56  0.59  0.63  0.67  0.71
  0.74  0.78  0.85  0.89  0.93  0.97  1.04  1.08  1.12  1.19  1.23  1.3
  1.34  1.42  1.49  1.56  1.64  1.71  1.79  1.86  1.98  2.09  2.2   2.31
  2.5   2.69  2.95  3.32  4.11]",0,0.0,48990200200273918
106170,2,1,41.26710089531593,-74.44927748162436,110.0227,57150194.23315795,"[-5.3  -4.55 -4.03 -3.58 -3.21 -2.91 -2.65 -2.46 -2.27 -2.09 -1.94 -1.83
 -1.71 -1.6  -1.49 -1.38 -1.3  -1.23 -1.15 -1.08 -1.   -0.93 -0.85 -0.78
 -0.71 -0.67 -0.59 -0.52 -0.48 -0.41 -0.37 -0.29 -0.26 -0.18 -0.11 -0.07
  0.    0.03  0.11  0.14  0.22  0.26  0.33  0.37  0.44  0.48  0.56  0.63
  0.67  0.74  0.82  0.89  0.97  1.    1.08  1.19  1.27  1.34  1.42  1.49
  1.6   1.68  1.79  1.9   2.01  2.13  2.24  2.35  2.5   2.65  2.84  3.02
  3.25  3.51  3.84  4.22  4.67  5.23  5.97  6.72  7.36  7.95  8.63  9.34
 10.05 10.87 11.8  12.55 13.3  13.97 14.57 15.17 16.03 17.   17.9  18.68
 19.39 20.29 21.22 22.16 23.02]",0,48.0,48990200200273928
106180,2,1,41.270131693000984,-74.44379973908839,123.03295,57150194.31579795,"[-3.55 -3.17 -2.87 -2.65 -2.42 -2.27 -2.13 -1.98 -1.86 -1.75 -1.64 -1.53
 -1.42 -1.34 -1.27 -1.15 -1.08 -1.   -0.93 -0.85 -0.78 -0.71 -0.63 -0.56
 -0.48 -0.44 -0.37 -0.29 -0.22 -0.14 -0.11 -0.03  0.03  0.11  0.14  0.22
  0.29  0.37  0.44  0.48  0.56  0.63  0.71  0.78  0.85  0.93  1.    1.08
  1.19  1.27  1.38  1.45  1.56  1.68  1.79  1.9   2.05  2.2   2.35  2.57
  2.8   3.06  3.4   3.81  4.26  4.74  5.23  5.68  6.09  6.46  6.83  7.17
  7.51  7.84  8.14  8.44  8.7   8.96  9.23  9.49  9.75  9.97 10.23 10.46
 10.68 10.91 11.17 11.39 11.62 11.88 12.14 12.4  12.7  13.   13.3  13.64
 14.01 14.46 14.94 15.54 16.44]",0,100.0,48990200200273938
106200,2,1,41.276209112896375,-74.43282356915056,131.31229,57150194.48110195,"[-2.84 -2.42 -2.05 -1.75 -1.45 -1.23 -1.   -0.78 -0.56 -0.37 -0.18  0.03
  0.22  0.41  0.63  0.85  1.08  1.3   1.6   1.9   2.27  2.65  3.02  3.4
  3.73  3.99  4.29  4.52  4.74  4.97  5.15  5.34  5.53  5.71  5.86  6.01
  6.16  6.31  6.46  6.57  6.72  6.87  6.98  7.1   7.24  7.36  7.47  7.58
  7.69  7.81  7.92  8.03  8.14  8.25  8.37  8.48  8.59  8.7   8.78  8.89
  9.    9.11  9.23  9.34  9.45  9.56  9.64  9.75  9.86  9.97 10.09 10.2
 10.31 10.42 10.53 10.65 10.76 10.91 11.02 11.13 11.28 11.43 11.58 11.73
 11.88 12.07 12.25 12.48 12.7  12.96 13.22 13.56 13.86 14.23 14.64 15.09
 15.58 16.14 16.74 17.45 18.38]",0,96.0,48990200200273958
106210,2,1,41.27924460973509,-74.42731813648543,126.33596,57150194.56376195,"[-5.97 -5.15 -4.55 -4.11 -3.73 -3.43 -3.21 -3.02 -2.84 -2.65 -2.5  -2.35
 -2.24 -2.09 -1.98 -1.86 -1.75 -1.64 -1.53 -1.42 -1.34 -1.23 -1.12 -1.04
 -0.93 -0.85 -0.74 -0.67 -0.59 -0.48 -0.41 -0.33 -0.22 -0.14 -0.07  0.
  0.11  0.18  0.26  0.37  0.44  0.52  0.63  0.71  0.78  0.89  0.97  1.08
  1.15  1.27  1.34  1.45  1.56  1.68  1.79  1.9   2.01  2.16  2.31  2.46
  2.65  2.91  3.21  3.62  4.22  5.6   6.76  7.81  9.56 10.42 11.13 11.8
 12.55 13.22 13.75 14.2  14.61 15.06 15.43 15.84 16.29 16.77 17.33 17.86
 18.31 18.68 19.05 19.47 19.91 20.36 20.81 21.22 21.6  21.97 22.38 22.83
 23.31 23.76 24.25 24.88 25.82]",0,100.0,48990200200273968
106240,2,1,41.28829959110201,-74.41075670035575,102.916595,57150194.8116935,"[-3.73 -3.36 -3.06 -2.8  -2.61 -2.42 -2.27 -2.13 -2.01 -1.9  -1.79 -1.68
 -1.6  -1.49 -1.42 -1.34 -1.27 -1.19 -1.12 -1.04 -0.97 -0.89 -0.85 -0.78
 -0.71 -0.63 -0.59 -0.52 -0.48 -0.41 -0.33 -0.29 -0.22 -0.18 -0.11 -0.07
  0.    0.07  0.11  0.18  0.22  0.29  0.33  0.41  0.48  0.52  0.59  0.67
  0.71  0.78  0.85  0.93  1.    1.08  1.15  1.23  1.3   1.38  1.45  1.56
  1.68  1.75  1.86  1.98  2.13  2.27  2.42  2.57  2.76  2.95  3.17  3.43
  3.69  3.99  4.33  4.67  5.08  5.49  5.9   6.31  6.68  7.1   7.51  7.95
  8.37  8.81  9.34  9.86 10.42 11.02 11.62 12.25 12.96 13.64 14.23 14.79
 15.32 15.88 16.48 17.15 18.01]",0,100.0,48990200200273998
106250,2,1,41.291319604264366,-74.40525494601566,96.44829,57150194.8943335,"[-4.18 -3.84 -3.58 -3.36 -3.13 -2.98 -2.8  -2.69 -2.54 -2.42 -2.27 -2.2
 -2.09 -1.98 -1.9  -1.79 -1.71 -1.64 -1.56 -1.49 -1.42 -1.34 -1.27 -1.23
 -1.15 -1.08 -1.04 -0.97 -0.93 -0.85 -0.82 -0.74 -0.71 -0.63 -0.59 -0.52
 -0.48 -0.44 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14 -0.07 -0.03  0.    0.07
  0.11  0.14  0.22  0.26  0.29  0.37  0.41  0.44  0.52  0.56  0.63  0.67
  0.71  0.78  0.85  0.89  0.97  1.    1.08  1.15  1.23  1.3   1.34  1.45
  1.53  1.6   1.68  1.79  1.86  1.98  2.09  2.24  2.39  2.54  2.69  2.91
  3.13  3.36  3.66  3.96  4.33  4.74  5.19  5.71  6.35  6.98  7.73  8.59
  9.64 10.57 11.36 12.07 12.81]",0,100.0,48990200200274008
106260,2,1,41.294332847287905,-74.39978604463407,123.14624,57150194.9769735,"[-3.73 -3.36 -3.06 -2.84 -2.69 -2.5  -2.39 -2.24 -2.13 -2.01 -1.94 -1.83
 -1.75 -1.68 -1.6  -1.53 -1.45 -1.38 -1.3  -1.27 -1.19 -1.12 -1.08 -1.
 -0.97 -0.89 -0.85 -0.82 -0.74 -0.71 -0.67 -0.59 -0.56 -0.52 -0.44 -0.41
 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14 -0.11 -0.07  0.    0.03  0.07  0.11
  0.18  0.22  0.26  0.29  0.33  0.41  0.44  0.48  0.56  0.59  0.63  0.71
  0.74  0.78  0.85  0.89  0.97  1.    1.08  1.15  1.19  1.27  1.34  1.42
  1.49  1.56  1.64  1.71  1.83  1.94  2.05  2.16  2.27  2.42  2.61  2.8
  2.98  3.25  3.55  3.88  4.29  4.78  5.34  5.97  6.65  7.51  8.52  9.6
 10.68 11.69 12.66 13.56 14.46]",0,95.0,48990200200274018
