,Class,Group,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,land_cover_data/region_class,land_cover_data/urban_proportion,land_cover_data/urban_focal_window_size,shot_number
0,Deciduous Forest,Forest,2,1,43.36723120624019,-76.6281053013819,48.76794,108680926.807649,"[-1.76 -1.68 -1.61 -1.53 -1.46 -1.38 -1.34 -1.27 -1.23 -1.19 -1.12 -1.08
 -1.04 -1.01 -0.97 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63
 -0.59 -0.59 -0.56 -0.52 -0.48 -0.44 -0.44 -0.41 -0.37 -0.33 -0.29 -0.29
 -0.26 -0.22 -0.18 -0.18 -0.14 -0.11 -0.11 -0.07 -0.03  0.    0.    0.03
  0.07  0.11  0.11  0.14  0.18  0.22  0.22  0.26  0.29  0.33  0.33  0.37
  0.41  0.44  0.48  0.48  0.52  0.56  0.59  0.63  0.67  0.71  0.74  0.74
  0.78  0.82  0.86  0.89  0.93  1.01  1.04  1.08  1.12  1.16  1.19  1.27
  1.31  1.34  1.42  1.46  1.53  1.57  1.64  1.68  1.76  1.83  1.91  1.98
  2.06  2.13  2.21  2.28  2.39]",0,74.0,7,0,3,141450200300238578
1,Woody Wetlands,Wetlands,2,1,43.32756123088896,-76.5450991246845,99.40607,108680927.97292855,"[-11.38 -10.78 -10.22  -9.59  -8.87  -7.9   -7.19  -6.74  -6.44  -6.14
  -5.88  -5.61  -5.39  -5.2   -4.98  -4.79  -4.6   -4.42  -4.23  -4.08
  -3.89  -3.7   -3.55  -3.37  -3.18  -3.03  -2.88  -2.73  -2.58  -2.43
  -2.32  -2.17  -2.06  -1.94  -1.83  -1.72  -1.61  -1.49  -1.38  -1.27
  -1.19  -1.08  -1.01  -0.89  -0.82  -0.71  -0.63  -0.56  -0.48  -0.37
  -0.29  -0.22  -0.14  -0.07   0.     0.11   0.18   0.26   0.33   0.41
   0.52   0.59   0.67   0.78   0.86   0.93   1.04   1.12   1.23   1.31
   1.42   1.53   1.61   1.72   1.79   1.91   2.02   2.09   2.21   2.28
   2.39   2.51   2.58   2.69   2.8    2.92   3.03   3.14   3.25   3.4
   3.55   3.7    3.85   4.     4.19   4.42   4.64   4.94   5.31   5.88
   6.59]",0,80.0,7,0,3,141450200300238718
2,Developed Open Space,Developed,2,1,43.32166174142722,-76.53273109769268,96.746826,108680928.14647254,"[-2.77 -2.21 -1.83 -1.53 -1.27 -1.08 -0.89 -0.74 -0.59 -0.44 -0.29 -0.18
 -0.03  0.07  0.22  0.37  0.48  0.63  0.78  0.97  1.12  1.31  1.53  1.76
  1.98  2.28  2.62  2.99  3.44  4.    4.57  5.09  5.61  6.18  6.63  7.04
  7.41  7.86  8.31  8.69  9.02  9.29  9.59  9.81 10.04 10.26 10.45 10.63
 10.82 11.01 11.2  11.38 11.57 11.76 11.95 12.1  12.28 12.43 12.58 12.7
 12.85 12.96 13.11 13.22 13.37 13.48 13.63 13.78 13.93 14.08 14.27 14.46
 14.68 14.87 15.06 15.28 15.47 15.69 15.88 16.07 16.25 16.44 16.63 16.82
 17.   17.19 17.45 17.72 18.02 18.35 18.73 19.1  19.48 19.85 20.23 20.6
 21.09 21.61 22.14 22.66 23.22]",0,89.0,7,0,3,141450200300238738
3,Deciduous Forest,Forest,2,1,43.31857251491871,-76.52626190425079,96.31744,108680928.23737656,"[-2.24 -1.57 -1.12 -0.74 -0.44 -0.18  0.11  0.41  0.71  1.08  1.53  2.06
  2.69  3.4   4.12  4.75  5.24  5.69  6.14  6.63  7.04  7.49  7.9   8.31
  8.72  9.14  9.51  9.89 10.22 10.56 10.93 11.31 11.65 11.98 12.28 12.58
 12.88 13.14 13.41 13.67 13.93 14.16 14.38 14.61 14.79 14.94 15.09 15.24
 15.39 15.51 15.62 15.73 15.84 15.95 16.07 16.18 16.29 16.4  16.52 16.63
 16.74 16.85 16.97 17.08 17.23 17.34 17.45 17.57 17.68 17.83 17.94 18.05
 18.16 18.28 18.43 18.54 18.65 18.76 18.88 18.99 19.14 19.25 19.4  19.51
 19.66 19.81 19.96 20.15 20.3  20.49 20.71 20.9  21.09 21.31 21.54 21.76
 22.02 22.32 22.7  23.11 23.75]",0,100.0,7,0,3,141450200300238748
4,Woody Wetlands,Wetlands,2,1,43.315761633778585,-76.52038705484026,117.57978,108680928.32001656,"[-3.1  -2.84 -2.62 -2.39 -2.21 -2.02 -1.87 -1.68 -1.53 -1.38 -1.19 -1.04
 -0.89 -0.74 -0.59 -0.48 -0.33 -0.18 -0.03  0.07  0.22  0.37  0.52  0.63
  0.78  0.93  1.08  1.23  1.34  1.49  1.61  1.72  1.83  1.94  2.06  2.13
  2.24  2.36  2.43  2.51  2.58  2.69  2.77  2.84  2.92  2.95  3.03  3.1
  3.18  3.25  3.29  3.37  3.44  3.48  3.55  3.63  3.67  3.74  3.82  3.85
  3.93  4.    4.04  4.12  4.19  4.27  4.34  4.42  4.49  4.57  4.64  4.72
  4.79  4.87  4.94  5.02  5.09  5.17  5.24  5.31  5.39  5.5   5.58  5.65
  5.73  5.84  5.91  5.99  6.1   6.18  6.29  6.36  6.48  6.59  6.7   6.81
  6.96  7.11  7.26  7.49  7.79]",0,100.0,7,0,3,141450200300238758
5,Deciduous Forest,Forest,2,1,43.22220260000801,-76.32536409217865,98.440125,108680931.06383124,"[-1.38 -1.27 -1.12 -1.01 -0.89 -0.78 -0.67 -0.59 -0.48 -0.41 -0.33 -0.22
 -0.14 -0.07  0.    0.11  0.18  0.26  0.37  0.44  0.56  0.63  0.74  0.82
  0.93  1.01  1.12  1.23  1.31  1.38  1.49  1.57  1.64  1.72  1.79  1.83
  1.91  1.98  2.02  2.09  2.17  2.21  2.28  2.32  2.39  2.43  2.51  2.54
  2.62  2.65  2.73  2.77  2.84  2.88  2.95  2.99  3.07  3.1   3.18  3.25
  3.29  3.37  3.44  3.52  3.59  3.67  3.74  3.82  3.89  4.    4.08  4.15
  4.27  4.34  4.45  4.57  4.64  4.75  4.87  4.98  5.05  5.17  5.28  5.39
  5.46  5.58  5.69  5.76  5.88  5.99  6.06  6.18  6.29  6.4   6.51  6.63
  6.74  6.85  7.    7.11  7.26]",0,100.0,7,0,3,141450200300239088
6,Developed Low Intensity,Developed,2,1,43.17132133643831,-76.21984256133022,83.62656,108680932.5514528,"[-3.1  -2.8  -2.58 -2.36 -2.21 -2.06 -1.91 -1.79 -1.68 -1.57 -1.49 -1.38
 -1.31 -1.23 -1.12 -1.04 -0.97 -0.93 -0.86 -0.78 -0.71 -0.63 -0.59 -0.52
 -0.48 -0.41 -0.33 -0.29 -0.22 -0.18 -0.11 -0.03  0.    0.07  0.11  0.18
  0.22  0.29  0.37  0.41  0.48  0.56  0.59  0.67  0.74  0.82  0.89  0.93
  1.01  1.12  1.19  1.27  1.34  1.46  1.57  1.68  1.79  1.91  2.06  2.21
  2.39  2.58  2.8   3.03  3.25  3.52  3.78  4.04  4.3   4.57  4.79  5.05
  5.28  5.5   5.76  5.99  6.21  6.44  6.7   6.93  7.15  7.38  7.6   7.82
  8.01  8.24  8.46  8.65  8.87  9.06  9.29  9.47  9.7   9.92 10.15 10.41
 10.67 10.97 11.31 11.72 12.36]",0,4.0,7,88,3,141450200300239268
7,Developed Low Intensity,Developed,2,1,43.16849403603942,-76.2139849694672,82.8252,108680932.63410234,"[-4.   -3.63 -3.37 -3.14 -2.95 -2.77 -2.62 -2.51 -2.39 -2.28 -2.17 -2.06
 -1.98 -1.91 -1.83 -1.72 -1.64 -1.57 -1.53 -1.46 -1.38 -1.31 -1.27 -1.19
 -1.12 -1.08 -1.01 -0.97 -0.89 -0.86 -0.78 -0.74 -0.67 -0.63 -0.59 -0.52
 -0.48 -0.44 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14 -0.11 -0.03  0.    0.03
  0.11  0.14  0.18  0.26  0.29  0.33  0.41  0.44  0.48  0.56  0.59  0.63
  0.71  0.74  0.82  0.86  0.93  0.97  1.04  1.12  1.16  1.23  1.31  1.38
  1.46  1.53  1.61  1.68  1.79  1.87  1.98  2.09  2.21  2.36  2.51  2.73
  2.95  3.25  3.67  4.23  4.87  5.5   6.06  6.59  7.11  7.64  8.12  8.65
  9.17  9.74 10.34 11.01 11.87]",0,5.0,7,72,3,141450200300239278
8,Pasture/Hay,Planted/Cultivated,2,1,43.1628344702192,-76.2022796710493,90.29165,108680932.79938234,"[-6.96 -6.25 -5.58 -4.79 -4.   -3.37 -2.92 -2.58 -2.32 -2.09 -1.91 -1.72
 -1.53 -1.38 -1.23 -1.08 -0.93 -0.82 -0.67 -0.56 -0.44 -0.33 -0.22 -0.11
  0.    0.11  0.22  0.33  0.44  0.59  0.71  0.82  0.93  1.04  1.16  1.23
  1.34  1.46  1.57  1.64  1.76  1.87  1.94  2.06  2.13  2.24  2.32  2.43
  2.51  2.58  2.69  2.77  2.84  2.95  3.03  3.1   3.22  3.29  3.4   3.48
  3.55  3.67  3.74  3.85  3.97  4.04  4.15  4.27  4.38  4.49  4.6   4.75
  4.9   5.05  5.24  5.43  5.65  5.84  6.06  6.29  6.48  6.7   6.89  7.11
  7.38  7.64  7.9   8.24  8.57  8.91  9.21  9.51  9.81 10.11 10.41 10.67
 10.93 11.23 11.61 12.06 12.77]",0,50.0,7,0,3,141450200300239298
9,Deciduous Forest,Forest,2,1,43.16000214572546,-76.19643577707045,80.000725,108680932.88202237,"[-2.95 -2.69 -2.51 -2.32 -2.13 -1.98 -1.87 -1.76 -1.64 -1.53 -1.42 -1.34
 -1.23 -1.16 -1.08 -1.01 -0.93 -0.86 -0.78 -0.71 -0.63 -0.59 -0.52 -0.44
 -0.37 -0.33 -0.26 -0.18 -0.14 -0.07  0.    0.03  0.11  0.18  0.22  0.29
  0.37  0.41  0.48  0.56  0.63  0.71  0.74  0.82  0.89  1.01  1.08  1.16
  1.23  1.34  1.46  1.57  1.68  1.83  1.98  2.21  2.43  2.8   3.4   4.72
  6.63  7.82  8.61  9.21  9.85 10.48 11.12 11.72 12.25 12.77 13.29 13.78
 14.23 14.64 15.06 15.47 15.92 16.4  16.93 17.45 18.02 18.5  18.99 19.48
 19.93 20.38 20.82 21.24 21.61 21.99 22.36 22.7  23.04 23.33 23.67 24.01
 24.35 24.72 25.13 25.58 26.14]",0,94.0,7,0,3,141450200300239308
