,Class,Group,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,land_cover_data/region_class,land_cover_data/urban_proportion,land_cover_data/urban_focal_window_size,shot_number
0,Deciduous Forest,Forest,2,1,41.52721918074884,-74.54878293196138,163.63548,74575016.11576305,"[-1.49 -1.04 -0.71 -0.44 -0.22  0.03  0.26  0.48  0.78  1.04  1.34  1.64
  1.9   2.17  2.39  2.62  2.8   2.95  3.1   3.25  3.4   3.51  3.63  3.74
  3.81  3.93  4.    4.11  4.19  4.26  4.34  4.45  4.52  4.6   4.67  4.79
  4.86  4.94  5.05  5.12  5.24  5.35  5.46  5.53  5.68  5.8   5.95  6.1
  6.25  6.43  6.62  6.81  7.03  7.26  7.48  7.71  7.93  8.19  8.45  8.75
  9.09  9.39  9.73 10.03 10.36 10.66 10.93 11.22 11.49 11.79 12.12 12.53
 12.95 13.36 13.77 14.22 14.78 15.45 16.09 16.76 17.36 17.81 18.26 18.67
 19.16 19.68 20.13 20.51 20.88 21.29 21.71 22.12 22.45 22.79 23.17 23.5
 23.91 24.33 24.74 25.19 25.64]",0,100.0,7,0,3,80260200200274605
1,Grassland/Herbaceous,Scrubland,2,1,41.53023214849604,-74.54324479668769,158.55235,74575016.19842304,"[-2.84 -2.62 -2.35 -2.13 -1.94 -1.75 -1.6  -1.45 -1.31 -1.19 -1.08 -0.97
 -0.86 -0.78 -0.67 -0.59 -0.52 -0.41 -0.33 -0.26 -0.18 -0.11 -0.03  0.03
  0.14  0.22  0.29  0.37  0.44  0.56  0.63  0.71  0.78  0.89  0.97  1.04
  1.16  1.23  1.34  1.42  1.53  1.6   1.72  1.83  1.9   2.02  2.13  2.24
  2.35  2.47  2.58  2.69  2.8   2.91  3.03  3.18  3.29  3.4   3.55  3.66
  3.78  3.93  4.04  4.15  4.26  4.34  4.45  4.56  4.64  4.75  4.82  4.9
  4.97  5.05  5.12  5.2   5.27  5.35  5.46  5.53  5.61  5.68  5.76  5.83
  5.95  6.02  6.13  6.25  6.32  6.43  6.55  6.7   6.81  6.96  7.07  7.22
  7.37  7.56  7.74  7.97  8.27]",0,100.0,7,0,3,80260200200274615
2,Deciduous Forest,Forest,2,1,41.53324883899824,-74.53769706284119,131.0111,74575016.2810786,"[-5.39 -4.67 -4.22 -3.89 -3.63 -3.36 -3.14 -2.95 -2.76 -2.58 -2.39 -2.2
 -2.05 -1.9  -1.75 -1.64 -1.49 -1.38 -1.27 -1.16 -1.04 -0.93 -0.86 -0.74
 -0.63 -0.56 -0.44 -0.37 -0.29 -0.18 -0.11  0.    0.07  0.14  0.26  0.33
  0.44  0.52  0.63  0.71  0.82  0.93  1.01  1.12  1.23  1.34  1.45  1.57
  1.68  1.83  1.98  2.13  2.28  2.5   2.73  3.03  3.48  4.37  5.35  6.55
  7.52  9.95 10.96 11.64 12.24 13.02 13.92 14.78 15.45 16.02 16.43 16.84
 17.29 17.78 18.3  18.86 19.35 19.72 19.98 20.25 20.51 20.73 20.96 21.18
 21.41 21.63 21.89 22.15 22.45 22.75 23.02 23.32 23.58 23.84 24.1  24.36
 24.66 25.04 25.49 26.01 26.76]",0,59.0,7,0,3,80260200200274625
3,Deciduous Forest,Forest,2,1,41.63831567457972,-74.34350855136879,149.72333,74575019.17362376,"[-3.55 -3.14 -2.8  -2.5  -2.28 -2.09 -1.9  -1.75 -1.64 -1.49 -1.38 -1.27
 -1.19 -1.08 -1.01 -0.93 -0.86 -0.78 -0.71 -0.63 -0.56 -0.48 -0.41 -0.37
 -0.29 -0.22 -0.18 -0.11 -0.03  0.    0.07  0.14  0.18  0.26  0.33  0.37
  0.44  0.52  0.59  0.67  0.74  0.82  0.89  0.97  1.04  1.16  1.23  1.34
  1.42  1.53  1.64  1.79  1.9   2.05  2.24  2.47  2.76  3.18  3.93  4.75
  5.53  6.47  7.52  8.49  9.02  9.39  9.73 10.06 10.44 10.81 11.19 11.52
 11.82 12.16 12.53 12.91 13.28 13.58 13.88 14.11 14.33 14.56 14.82 15.04
 15.27 15.53 15.79 16.05 16.32 16.58 16.88 17.14 17.4  17.63 17.89 18.15
 18.41 18.75 19.09 19.5  19.91]",0,100.0,7,0,3,80260200200274975
4,Developed Open Space,Developed,2,1,41.65031492260673,-74.32128245862141,135.91626,74575019.5042053,"[-3.1  -2.88 -2.69 -2.5  -2.35 -2.2  -2.05 -1.94 -1.83 -1.75 -1.64 -1.57
 -1.49 -1.42 -1.38 -1.31 -1.23 -1.19 -1.16 -1.08 -1.04 -1.01 -0.97 -0.89
 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56 -0.52 -0.48 -0.44
 -0.41 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.14 -0.11 -0.07
 -0.03  0.    0.03  0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.26  0.29
  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63  0.67  0.71  0.74
  0.78  0.82  0.86  0.89  0.93  0.97  1.01  1.04  1.12  1.16  1.19  1.27
  1.31  1.34  1.42  1.49  1.53  1.6   1.68  1.75  1.83  1.9   2.02  2.13
  2.24  2.39  2.54  2.76  3.03]",0,58.0,7,0,3,80260200200275015
5,Deciduous Forest,Forest,2,1,41.65931994345874,-74.30460810511481,133.44618,74575019.7521253,"[-3.81 -3.48 -3.18 -2.99 -2.8  -2.65 -2.5  -2.39 -2.28 -2.2  -2.09 -2.02
 -1.94 -1.87 -1.79 -1.72 -1.64 -1.57 -1.53 -1.45 -1.42 -1.34 -1.31 -1.23
 -1.19 -1.16 -1.08 -1.04 -1.01 -0.97 -0.89 -0.86 -0.82 -0.78 -0.74 -0.67
 -0.63 -0.59 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22
 -0.18 -0.14 -0.11 -0.07 -0.03  0.    0.07  0.11  0.14  0.18  0.22  0.26
  0.29  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.67  0.71  0.74
  0.78  0.82  0.89  0.93  0.97  1.01  1.08  1.12  1.19  1.23  1.31  1.34
  1.42  1.49  1.53  1.6   1.68  1.75  1.87  1.94  2.05  2.17  2.28  2.43
  2.58  2.8   3.06  3.44  4.15]",0,100.0,7,0,3,80260200200275045
6,Deciduous Forest,Forest,2,1,41.66231669166402,-74.29905112318224,133.8927,74575019.8347653,"[-3.03 -2.73 -2.47 -2.28 -2.09 -1.94 -1.79 -1.64 -1.53 -1.42 -1.34 -1.23
 -1.16 -1.04 -0.97 -0.89 -0.82 -0.74 -0.67 -0.59 -0.52 -0.44 -0.37 -0.29
 -0.26 -0.18 -0.11 -0.03  0.03  0.07  0.14  0.22  0.29  0.37  0.41  0.48
  0.56  0.63  0.71  0.82  0.89  0.97  1.04  1.16  1.27  1.34  1.45  1.6
  1.72  1.9   2.05  2.28  2.54  2.88  3.29  3.85  4.56  5.27  5.95  6.55
  7.18  7.86  8.57  9.24  9.88 10.44 10.96 11.45 11.9  12.31 12.68 13.02
 13.32 13.62 13.92 14.18 14.44 14.71 14.97 15.23 15.45 15.72 15.94 16.17
 16.39 16.61 16.84 17.1  17.33 17.55 17.81 18.07 18.37 18.75 19.12 19.61
 20.21 20.84 21.44 22.04 22.72]",0,96.0,7,0,3,80260200200275055
7,Deciduous Forest,Forest,2,1,41.66830264582859,-74.28794049181462,132.43286,74575020.0000453,"[-5.09 -4.34 -3.81 -3.48 -3.18 -2.91 -2.69 -2.5  -2.35 -2.2  -2.05 -1.94
 -1.87 -1.75 -1.68 -1.57 -1.49 -1.45 -1.38 -1.31 -1.27 -1.19 -1.16 -1.08
 -1.04 -1.01 -0.97 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59
 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.29 -0.26 -0.22 -0.18
 -0.14 -0.11 -0.07 -0.03 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.18
  0.22  0.26  0.29  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63
  0.67  0.71  0.74  0.78  0.82  0.86  0.89  0.93  1.01  1.04  1.08  1.16
  1.19  1.23  1.31  1.38  1.42  1.49  1.57  1.64  1.75  1.83  1.94  2.09
  2.24  2.43  2.65  3.03  3.89]",0,44.0,7,0,3,80260200200275075
8,Deciduous Forest,Forest,2,1,41.67129819337111,-74.28238052062837,132.80809,74575020.0826973,"[-3.96 -3.7  -3.44 -3.21 -3.03 -2.84 -2.69 -2.54 -2.39 -2.28 -2.13 -2.02
 -1.9  -1.79 -1.68 -1.6  -1.49 -1.38 -1.31 -1.23 -1.12 -1.04 -0.97 -0.89
 -0.78 -0.71 -0.63 -0.56 -0.48 -0.41 -0.33 -0.26 -0.18 -0.11 -0.03  0.03
  0.11  0.18  0.26  0.33  0.41  0.48  0.56  0.63  0.71  0.78  0.89  0.97
  1.04  1.16  1.23  1.34  1.45  1.57  1.68  1.79  1.94  2.09  2.28  2.47
  2.73  3.1   3.59  4.3   5.27  6.28  7.41  8.57  9.47 10.36 11.34 12.42
 13.43 14.33 15.23 16.24 17.4  18.49 19.42 20.21 20.88 21.44 21.93 22.38
 22.79 23.2  23.58 23.91 24.29 24.63 25.   25.37 25.79 26.2  26.65 27.1
 27.54 28.07 28.59 29.15 29.79]",0,87.0,7,0,3,80260200200275085
9,Deciduous Forest,Forest,2,1,41.67429198885065,-74.27682235007666,145.24428,74575020.1653573,"[-3.33 -2.95 -2.69 -2.47 -2.28 -2.09 -1.94 -1.83 -1.68 -1.57 -1.49 -1.38
 -1.31 -1.19 -1.12 -1.04 -0.97 -0.89 -0.82 -0.74 -0.67 -0.59 -0.56 -0.48
 -0.41 -0.37 -0.29 -0.22 -0.18 -0.11 -0.03  0.    0.07  0.11  0.18  0.26
  0.29  0.37  0.44  0.52  0.56  0.63  0.71  0.78  0.86  0.93  1.01  1.08
  1.19  1.27  1.38  1.45  1.57  1.72  1.87  2.02  2.2   2.43  2.73  3.1
  3.7   4.56  5.46  6.32  7.14  7.82  8.42  8.98  9.5   9.99 10.48 10.93
 11.34 11.75 12.12 12.5  12.83 13.17 13.47 13.77 14.11 14.41 14.71 15.04
 15.3  15.6  15.9  16.17 16.47 16.76 17.06 17.36 17.66 18.   18.34 18.67
 19.09 19.5  19.98 20.55 21.29]",0,100.0,7,0,3,80260200200275095
