,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
103710,2,1,43.52501170215587,-75.03079089324991,501.50995,42447118.202406,"[-4.79 -3.92 -3.44 -3.1  -2.8  -2.54 -2.35 -2.17 -2.02 -1.87 -1.75 -1.64
 -1.53 -1.42 -1.34 -1.27 -1.19 -1.12 -1.04 -0.97 -0.93 -0.86 -0.78 -0.74
 -0.67 -0.63 -0.56 -0.52 -0.48 -0.41 -0.37 -0.29 -0.26 -0.22 -0.14 -0.11
 -0.07  0.    0.03  0.07  0.11  0.18  0.22  0.29  0.33  0.37  0.44  0.48
  0.52  0.59  0.63  0.71  0.74  0.82  0.89  0.93  1.01  1.08  1.16  1.23
  1.3   1.38  1.45  1.57  1.68  1.79  1.94  2.13  2.43  2.91  4.94  7.59
  8.98  9.91 10.89 11.78 12.42 12.98 13.51 14.14 14.82 15.38 15.86 16.31
 16.65 16.99 17.25 17.51 17.77 18.03 18.33 18.67 19.08 19.49 19.91 20.32
 20.69 21.14 21.59 22.11 22.9 ]",0,98.0,22580200200103711
103720,2,1,43.5278039134658,-75.0248569243434,504.3145,42447118.285046,"[-4.94 -3.96 -3.4  -3.03 -2.76 -2.54 -2.35 -2.17 -2.02 -1.9  -1.75 -1.64
 -1.57 -1.45 -1.38 -1.3  -1.23 -1.16 -1.08 -1.01 -0.93 -0.89 -0.82 -0.74
 -0.71 -0.63 -0.59 -0.56 -0.48 -0.44 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14
 -0.11 -0.03  0.    0.03  0.11  0.14  0.18  0.26  0.29  0.33  0.41  0.44
  0.48  0.56  0.59  0.67  0.71  0.78  0.82  0.89  0.93  1.01  1.08  1.12
  1.19  1.27  1.34  1.42  1.49  1.57  1.68  1.75  1.87  1.98  2.09  2.2
  2.35  2.58  2.8   3.18  3.89  9.8  10.89 11.86 12.94 13.62 14.25 14.85
 15.45 15.9  16.27 16.57 16.87 17.17 17.51 17.85 18.26 18.63 19.01 19.42
 19.87 20.39 20.99 21.63 22.45]",0,96.0,22580200200103721
103740,2,1,43.53338472186668,-75.01299407887957,518.6729,42447118.450326,"[-3.33 -2.99 -2.73 -2.47 -2.28 -2.13 -1.94 -1.83 -1.68 -1.57 -1.45 -1.34
 -1.23 -1.12 -1.04 -0.97 -0.86 -0.78 -0.71 -0.59 -0.52 -0.44 -0.37 -0.29
 -0.22 -0.14 -0.07  0.    0.07  0.14  0.22  0.33  0.41  0.48  0.56  0.63
  0.71  0.82  0.89  1.01  1.08  1.19  1.3   1.42  1.53  1.68  1.83  1.98
  2.17  2.35  2.61  2.95  3.36  3.96  4.67  5.35  5.98  6.54  7.07  7.52
  7.93  8.3   8.6   8.9   9.2   9.5   9.76 10.02 10.29 10.59 10.85 11.11
 11.37 11.63 11.9  12.16 12.46 12.76 13.06 13.39 13.69 13.99 14.29 14.55
 14.85 15.11 15.41 15.71 16.05 16.39 16.72 17.06 17.4  17.73 18.07 18.45
 18.82 19.23 19.72 20.32 21.07]",0,100.0,22580200200103741
104790,2,1,43.825618686257705,-74.38387349946034,535.3258,42447127.16108195,"[-1.23 -0.93 -0.63 -0.41 -0.14  0.07  0.29  0.56  0.82  1.12  1.49  1.98
  2.47  2.8   3.14  3.44  3.77  4.22  4.79  5.31  5.72  6.06  6.43  6.84
  7.26  7.7   8.19  8.64  9.05  9.46  9.84 10.17 10.51 10.89 11.26 11.63
 11.97 12.27 12.57 12.91 13.21 13.51 13.77 14.03 14.25 14.48 14.7  14.93
 15.19 15.41 15.64 15.83 16.01 16.2  16.35 16.5  16.65 16.8  16.91 17.06
 17.21 17.36 17.51 17.66 17.85 18.   18.18 18.37 18.56 18.75 18.93 19.12
 19.27 19.46 19.61 19.76 19.91 20.05 20.2  20.35 20.47 20.62 20.77 20.92
 21.03 21.22 21.36 21.55 21.74 21.96 22.23 22.53 22.86 23.24 23.65 24.06
 24.43 24.77 25.03 25.33 25.67]",0,83.0,22580200200104791
104990,2,1,43.8817305604483,-74.26134165816568,478.21338,42447128.8470345,"[-4.79 -4.15 -3.63 -3.25 -2.95 -2.73 -2.54 -2.39 -2.24 -2.13 -2.02 -1.9
 -1.79 -1.72 -1.6  -1.53 -1.45 -1.38 -1.3  -1.23 -1.19 -1.12 -1.04 -1.01
 -0.93 -0.89 -0.82 -0.78 -0.71 -0.67 -0.63 -0.56 -0.52 -0.48 -0.41 -0.37
 -0.33 -0.29 -0.22 -0.18 -0.14 -0.11 -0.07  0.    0.03  0.07  0.11  0.18
  0.22  0.26  0.29  0.37  0.41  0.44  0.48  0.56  0.59  0.63  0.71  0.74
  0.82  0.86  0.93  0.97  1.04  1.08  1.16  1.23  1.27  1.34  1.42  1.49
  1.57  1.64  1.72  1.83  1.9   2.02  2.13  2.24  2.35  2.5   2.65  2.84
  3.1   3.4   3.89  4.56  5.72  6.77  7.63  8.45 10.29 11.6  12.42 13.39
 14.4  15.23 15.98 16.8  17.62]",0,15.0,22580200200104991
102810,3,1,43.522110127277614,-75.02288027849808,547.3844,42447118.206538,"[-3.81 -3.33 -3.03 -2.84 -2.65 -2.5  -2.39 -2.28 -2.13 -2.02 -1.94 -1.83
 -1.72 -1.64 -1.53 -1.45 -1.34 -1.27 -1.19 -1.12 -1.04 -0.97 -0.89 -0.82
 -0.78 -0.71 -0.63 -0.59 -0.52 -0.48 -0.41 -0.37 -0.29 -0.26 -0.18 -0.14
 -0.07 -0.03  0.03  0.07  0.14  0.18  0.26  0.29  0.37  0.41  0.48  0.52
  0.59  0.67  0.71  0.78  0.86  0.93  0.97  1.04  1.12  1.19  1.27  1.34
  1.45  1.53  1.6   1.72  1.83  1.94  2.09  2.2   2.39  2.58  2.84  3.18
  3.63  4.07  4.49  4.86  5.2   5.61  6.06  6.51  6.92  7.33  7.82  8.42
  8.98  9.43  9.8  10.1  10.36 10.62 10.92 11.18 11.52 11.86 12.23 12.61
 12.94 13.24 13.62 14.07 14.55]",0,74.0,22580300200102811
102830,3,1,43.5277009438588,-75.01099881729083,523.4202,42447118.371818,"[-4.22 -3.74 -3.36 -3.1  -2.88 -2.65 -2.5  -2.35 -2.2  -2.09 -1.94 -1.83
 -1.75 -1.64 -1.53 -1.45 -1.34 -1.27 -1.19 -1.12 -1.01 -0.93 -0.86 -0.78
 -0.71 -0.63 -0.56 -0.48 -0.41 -0.37 -0.29 -0.22 -0.14 -0.07  0.    0.07
  0.14  0.18  0.26  0.33  0.41  0.48  0.56  0.63  0.71  0.78  0.86  0.93
  1.01  1.08  1.19  1.27  1.34  1.45  1.57  1.64  1.75  1.87  2.02  2.13
  2.28  2.43  2.61  2.84  3.1   3.4   3.81  4.3   4.93  5.72  6.58  7.59
  8.57  9.43 10.21 10.92 11.6  12.23 12.76 13.21 13.58 13.95 14.33 14.67
 15.   15.34 15.68 16.05 16.42 16.84 17.28 17.77 18.3  18.86 19.42 19.94
 20.5  21.14 21.89 22.86 24.06]",0,99.0,22580300200102831
102690,5,2,43.51694801399884,-75.0177063000483,551.252,42447118.5618894,"[-6.1  -5.2  -4.52 -4.   -3.63 -3.29 -3.03 -2.84 -2.65 -2.47 -2.32 -2.17
 -2.02 -1.9  -1.79 -1.68 -1.57 -1.45 -1.38 -1.27 -1.19 -1.12 -1.01 -0.93
 -0.86 -0.78 -0.71 -0.63 -0.52 -0.44 -0.37 -0.33 -0.26 -0.18 -0.11 -0.03
  0.03  0.11  0.18  0.26  0.33  0.41  0.48  0.56  0.63  0.71  0.78  0.89
  0.97  1.04  1.16  1.23  1.34  1.45  1.57  1.68  1.79  1.94  2.09  2.28
  2.47  2.73  3.03  3.4   3.96  4.64  5.39  6.21  7.    7.82  8.53  9.2
  9.8  10.33 10.85 11.34 11.82 12.31 12.76 13.17 13.58 13.96 14.33 14.67
 15.04 15.38 15.75 16.13 16.5  16.92 17.33 17.78 18.19 18.6  19.01 19.42
 19.87 20.36 20.96 21.74 23.02]",0,100.0,22580500200102691
102700,5,2,43.519748527687206,-75.01175696934347,510.99622,42447118.6445294,"[-4.45 -3.96 -3.55 -3.25 -2.99 -2.77 -2.54 -2.35 -2.2  -2.05 -1.9  -1.79
 -1.68 -1.57 -1.45 -1.34 -1.27 -1.16 -1.08 -0.97 -0.89 -0.82 -0.74 -0.67
 -0.59 -0.52 -0.44 -0.37 -0.29 -0.22 -0.14 -0.07  0.    0.07  0.11  0.18
  0.26  0.33  0.41  0.48  0.56  0.63  0.71  0.78  0.89  0.97  1.04  1.16
  1.23  1.34  1.45  1.57  1.72  1.87  2.02  2.2   2.39  2.65  2.95  3.29
  3.7   4.11  4.52  4.94  5.39  5.83  6.32  6.77  7.26  7.71  8.16  8.64
  9.09  9.54  9.99 10.4  10.81 11.19 11.56 11.97 12.35 12.76 13.21 13.66
 14.07 14.52 14.89 15.31 15.68 16.02 16.39 16.73 17.1  17.48 17.89 18.3
 18.79 19.27 19.87 20.62 21.63]",0,100.0,22580500200102701
112530,6,3,43.51232846704868,-75.01350372124496,508.32098,42447118.5164374,"[-6.06 -5.24 -4.67 -4.26 -3.93 -3.66 -3.44 -3.25 -3.06 -2.91 -2.77 -2.62
 -2.47 -2.35 -2.24 -2.13 -2.02 -1.94 -1.83 -1.75 -1.68 -1.57 -1.49 -1.42
 -1.34 -1.27 -1.19 -1.12 -1.04 -1.01 -0.93 -0.86 -0.78 -0.74 -0.67 -0.59
 -0.56 -0.48 -0.41 -0.37 -0.29 -0.26 -0.18 -0.11 -0.07  0.    0.03  0.11
  0.14  0.22  0.29  0.33  0.41  0.48  0.52  0.59  0.67  0.71  0.78  0.86
  0.93  1.01  1.08  1.16  1.23  1.31  1.38  1.45  1.57  1.64  1.75  1.87
  1.98  2.13  2.28  2.47  2.65  2.91  3.29  3.85  4.94  6.21  7.37  8.45
  9.35 10.14 10.85 11.52 12.16 12.8  13.43 14.03 14.59 15.12 15.68 16.24
 16.91 17.7  18.67 19.87 21.41]",0,95.0,22580600200459060
