,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,shot_number
53260,2,1,43.54245054508422,-75.19103487246879,405.3305,40851954.24927175,"[-1.42 -1.34 -1.23 -1.16 -1.08 -0.97 -0.89 -0.82 -0.78 -0.71 -0.63 -0.56
 -0.52 -0.44 -0.41 -0.33 -0.29 -0.22 -0.18 -0.11 -0.07  0.    0.03  0.11
  0.14  0.22  0.26  0.33  0.37  0.44  0.48  0.56  0.59  0.67  0.71  0.78
  0.82  0.86  0.93  0.97  1.04  1.08  1.12  1.16  1.23  1.27  1.31  1.38
  1.42  1.46  1.49  1.53  1.57  1.64  1.68  1.72  1.76  1.79  1.83  1.87
  1.94  1.98  2.02  2.05  2.09  2.13  2.17  2.2   2.24  2.28  2.32  2.35
  2.39  2.43  2.47  2.5   2.54  2.62  2.65  2.69  2.73  2.77  2.8   2.84
  2.92  2.95  2.99  3.07  3.1   3.14  3.22  3.29  3.33  3.4   3.48  3.55
  3.67  3.74  3.85  3.97  4.11]",0,98.0,19710200300211816
53280,3,1,43.530675561712975,-75.17965176792944,394.07846,40851954.41041975,"[-2.24 -2.13 -2.02 -1.91 -1.79 -1.72 -1.64 -1.57 -1.49 -1.42 -1.38 -1.31
 -1.23 -1.19 -1.16 -1.08 -1.04 -1.01 -0.97 -0.93 -0.89 -0.82 -0.78 -0.74
 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56 -0.52 -0.48 -0.48 -0.44 -0.41 -0.37
 -0.33 -0.33 -0.29 -0.26 -0.22 -0.22 -0.18 -0.14 -0.11 -0.11 -0.07 -0.03
  0.    0.    0.03  0.07  0.11  0.11  0.14  0.18  0.22  0.22  0.26  0.29
  0.33  0.37  0.37  0.41  0.44  0.48  0.52  0.52  0.56  0.59  0.63  0.67
  0.71  0.74  0.78  0.82  0.86  0.89  0.93  0.97  1.01  1.04  1.08  1.12
  1.19  1.23  1.27  1.34  1.38  1.42  1.49  1.57  1.61  1.68  1.76  1.83
  1.91  1.98  2.05  2.17  2.32]",80,0.0,19710300300206949
53050,5,2,43.601246656229044,-75.34908309962478,226.3468,40851952.47653205,"[-2.62 -2.54 -2.43 -2.32 -2.24 -2.17 -2.09 -2.02 -1.94 -1.87 -1.79 -1.72
 -1.68 -1.61 -1.57 -1.49 -1.46 -1.38 -1.34 -1.27 -1.23 -1.19 -1.16 -1.08
 -1.04 -1.01 -0.97 -0.93 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59
 -0.56 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11
 -0.07 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.29
  0.33  0.37  0.44  0.48  0.52  0.56  0.59  0.63  0.67  0.71  0.74  0.82
  0.86  0.89  0.93  0.97  1.04  1.08  1.12  1.16  1.23  1.27  1.31  1.38
  1.42  1.46  1.53  1.57  1.64  1.68  1.76  1.79  1.87  1.94  1.98  2.06
  2.13  2.2   2.28  2.39  2.5 ]",0,100.0,19710500300206503
53100,5,2,43.587356422558805,-75.31936565423234,317.7879,40851952.88977505,"[-2.47 -2.32 -2.17 -2.02 -1.87 -1.72 -1.57 -1.46 -1.31 -1.19 -1.12 -1.01
 -0.89 -0.82 -0.74 -0.63 -0.56 -0.48 -0.41 -0.33 -0.26 -0.18 -0.07  0.
  0.07  0.14  0.22  0.29  0.37  0.44  0.52  0.59  0.67  0.74  0.82  0.89
  0.97  1.01  1.08  1.16  1.19  1.27  1.31  1.38  1.42  1.49  1.53  1.61
  1.64  1.68  1.76  1.79  1.87  1.91  1.94  2.02  2.06  2.13  2.17  2.2
  2.28  2.35  2.39  2.47  2.5   2.58  2.65  2.69  2.77  2.84  2.92  2.99
  3.07  3.14  3.22  3.29  3.37  3.48  3.55  3.63  3.74  3.82  3.93  4.04
  4.12  4.23  4.34  4.45  4.56  4.68  4.79  4.94  5.05  5.2   5.35  5.5
  5.65  5.84  5.99  6.18  6.36]",0,85.0,19710500300206553
53170,5,2,43.56785820426982,-75.27773148454551,330.49307,40851953.4682676,"[-4.04 -3.67 -3.37 -3.1  -2.92 -2.73 -2.58 -2.43 -2.32 -2.2  -2.09 -1.98
 -1.87 -1.76 -1.68 -1.57 -1.49 -1.42 -1.31 -1.23 -1.16 -1.08 -1.01 -0.93
 -0.86 -0.82 -0.74 -0.67 -0.63 -0.56 -0.48 -0.44 -0.37 -0.33 -0.26 -0.22
 -0.18 -0.11 -0.07  0.    0.03  0.11  0.14  0.22  0.26  0.33  0.37  0.44
  0.48  0.56  0.59  0.67  0.74  0.82  0.86  0.93  1.01  1.08  1.16  1.23
  1.31  1.38  1.49  1.57  1.64  1.76  1.87  1.98  2.09  2.2   2.35  2.5
  2.73  2.95  3.25  3.63  4.04  4.53 15.28 16.96 18.57 19.7  20.9  21.53
 22.13 22.84 23.48 23.89 24.23 24.53 24.79 25.05 25.32 25.54 25.77 25.99
 26.22 26.44 26.7  27.   27.38]",0,85.0,19710500300206623
53240,5,2,43.548296447822565,-75.23611269884168,337.45694,40851954.04680315,"[-3.85 -3.55 -3.29 -3.03 -2.84 -2.62 -2.47 -2.32 -2.17 -2.06 -1.94 -1.83
 -1.76 -1.64 -1.57 -1.49 -1.42 -1.34 -1.27 -1.19 -1.16 -1.08 -1.01 -0.97
 -0.89 -0.86 -0.82 -0.74 -0.71 -0.67 -0.59 -0.56 -0.52 -0.48 -0.41 -0.37
 -0.33 -0.29 -0.26 -0.22 -0.14 -0.11 -0.07 -0.03  0.    0.03  0.07  0.14
  0.18  0.22  0.26  0.29  0.33  0.41  0.44  0.48  0.52  0.56  0.63  0.67
  0.71  0.78  0.82  0.89  0.93  1.01  1.04  1.12  1.16  1.23  1.31  1.38
  1.46  1.53  1.61  1.68  1.79  1.87  1.98  2.06  2.17  2.28  2.39  2.5
  2.62  2.73  2.88  2.99  3.14  3.33  3.52  3.74  4.    4.27  4.49  4.71
  4.94  5.16  5.43  5.69  6.03]",0,96.0,19710500300206693
53290,5,2,43.53432755004482,-75.20638443352514,346.66403,40851954.46000315,"[-1.91 -1.53 -1.23 -0.97 -0.71 -0.48 -0.29 -0.07  0.11  0.33  0.52  0.71
  0.89  1.08  1.27  1.42  1.57  1.72  1.87  2.02  2.17  2.32  2.47  2.62
  2.77  2.95  3.1   3.25  3.4   3.55  3.7   3.85  4.    4.15  4.3   4.41
  4.56  4.71  4.86  5.01  5.16  5.31  5.46  5.58  5.73  5.84  5.99  6.14
  6.25  6.4   6.55  6.74  6.89  7.07  7.26  7.45  7.67  7.9   8.09  8.31
  8.5   8.69  8.87  9.1   9.32  9.58  9.92 10.22 10.56 10.82 11.12 11.38
 11.68 11.94 12.24 12.62 12.99 13.4  13.82 14.23 14.6  14.94 15.28 15.61
 15.95 16.33 16.78 17.34 17.82 18.39 19.21 20.07 20.63 21.2  21.8  22.47
 22.96 23.33 23.63 23.93 24.3 ]",0,100.0,19710500300206743
53330,5,2,43.522046601298555,-75.18021530359351,388.99753,40851954.82364615,"[-2.09 -1.76 -1.49 -1.23 -1.01 -0.74 -0.48 -0.22  0.03  0.29  0.56  0.86
  1.16  1.46  1.68  1.87  2.06  2.2   2.35  2.5   2.65  2.8   2.95  3.1
  3.25  3.4   3.59  3.74  3.93  4.08  4.27  4.49  4.68  4.9   5.16  5.46
  5.8   6.21  6.7   7.41  7.97  8.35  8.65  8.95  9.32  9.7  10.11 10.56
 11.01 11.42 11.79 12.17 12.51 12.88 13.29 13.7  14.12 14.53 14.94 15.39
 15.8  16.18 16.55 16.89 17.23 17.53 17.79 18.05 18.27 18.54 18.76 19.02
 19.25 19.47 19.7  19.88 20.11 20.3  20.52 20.75 20.97 21.2  21.42 21.68
 21.95 22.21 22.51 22.77 23.07 23.33 23.63 23.93 24.27 24.6  24.94 25.24
 25.58 25.88 26.18 26.48 26.85]",0,100.0,19710500300206783
53640,5,2,43.43485979654513,-74.99526497006639,524.729,40851957.4021538,"[-1.87 -1.83 -1.76 -1.68 -1.61 -1.57 -1.49 -1.46 -1.38 -1.34 -1.27 -1.23
 -1.19 -1.12 -1.08 -1.04 -1.01 -0.97 -0.93 -0.89 -0.86 -0.82 -0.78 -0.74
 -0.71 -0.67 -0.63 -0.59 -0.56 -0.56 -0.52 -0.48 -0.44 -0.44 -0.41 -0.37
 -0.33 -0.33 -0.29 -0.26 -0.22 -0.22 -0.18 -0.14 -0.14 -0.11 -0.07 -0.03
 -0.03  0.    0.03  0.03  0.07  0.11  0.11  0.14  0.18  0.22  0.22  0.26
  0.29  0.29  0.33  0.37  0.41  0.44  0.44  0.48  0.52  0.56  0.59  0.63
  0.63  0.67  0.71  0.74  0.78  0.82  0.86  0.89  0.93  0.97  1.01  1.08
  1.12  1.16  1.19  1.23  1.31  1.34  1.38  1.46  1.49  1.53  1.61  1.64
  1.72  1.76  1.83  1.91  1.98]",0,98.0,19710500300207093
53690,5,2,43.420857370279826,-74.9656729486865,495.4372,40851957.8153788,"[-1.98 -1.87 -1.76 -1.61 -1.49 -1.38 -1.31 -1.19 -1.12 -1.04 -0.97 -0.89
 -0.82 -0.74 -0.67 -0.63 -0.56 -0.52 -0.44 -0.41 -0.37 -0.29 -0.26 -0.22
 -0.14 -0.11 -0.07  0.    0.03  0.07  0.14  0.18  0.22  0.29  0.33  0.37
  0.44  0.48  0.56  0.59  0.63  0.71  0.74  0.78  0.86  0.89  0.97  1.01
  1.04  1.12  1.16  1.19  1.27  1.31  1.34  1.38  1.46  1.49  1.53  1.57
  1.64  1.68  1.72  1.76  1.79  1.87  1.91  1.94  1.98  2.02  2.09  2.13
  2.17  2.2   2.24  2.32  2.35  2.39  2.43  2.5   2.54  2.58  2.65  2.69
  2.77  2.8   2.88  2.92  2.99  3.03  3.1   3.18  3.25  3.33  3.4   3.48
  3.55  3.63  3.74  3.82  3.97]",0,96.0,19710500300207143
54190,5,2,43.27966768622332,-74.66942848479276,471.34714,40851961.9641595,"[-2.77 -2.54 -2.35 -2.13 -1.94 -1.72 -1.53 -1.34 -1.16 -0.97 -0.82 -0.67
 -0.52 -0.41 -0.26 -0.14 -0.03  0.07  0.18  0.29  0.44  0.56  0.74  0.93
  1.16  1.38  1.64  1.91  2.13  2.35  2.54  2.77  2.95  3.18  3.4   3.63
  3.93  4.23  4.68  5.16  5.69  6.21  7.04  7.71  8.16  8.54  8.87  9.17
  9.47  9.81 10.15 10.67 11.38 11.83 12.17 12.43 12.73 13.07 13.44 13.85
 14.19 14.49 14.75 15.02 15.28 15.5  15.8  16.06 16.29 16.51 16.7  16.89
 17.08 17.26 17.41 17.6  17.79 17.94 18.12 18.31 18.46 18.65 18.84 18.99
 19.21 19.4  19.62 19.85 20.11 20.37 20.63 20.9  21.16 21.46 21.76 22.09
 22.39 22.69 22.96 23.18 23.44]",0,92.0,19710500300207643
54230,5,2,43.2683784571467,-74.64594806697677,504.48282,40851962.2947195,"[-3.7  -3.52 -3.33 -3.18 -3.03 -2.88 -2.73 -2.62 -2.5  -2.39 -2.24 -2.13
 -2.06 -1.94 -1.83 -1.76 -1.64 -1.57 -1.49 -1.42 -1.34 -1.27 -1.19 -1.12
 -1.08 -1.01 -0.97 -0.89 -0.86 -0.78 -0.74 -0.71 -0.63 -0.59 -0.56 -0.48
 -0.44 -0.41 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14 -0.11 -0.07 -0.03  0.
  0.07  0.11  0.14  0.18  0.22  0.26  0.33  0.37  0.41  0.44  0.48  0.56
  0.59  0.63  0.67  0.74  0.78  0.82  0.86  0.93  0.97  1.01  1.08  1.12
  1.16  1.23  1.27  1.31  1.38  1.42  1.49  1.53  1.61  1.68  1.72  1.79
  1.87  1.91  1.98  2.06  2.17  2.24  2.32  2.43  2.54  2.65  2.8   2.95
  3.14  3.33  3.52  3.74  4.04]",0,100.0,19710500300207683
53110,6,3,43.58320406377602,-75.32417417177257,252.72995,40851952.82778005,"[-3.22 -2.88 -2.62 -2.35 -2.17 -1.98 -1.79 -1.64 -1.53 -1.38 -1.27 -1.16
 -1.04 -0.93 -0.82 -0.74 -0.67 -0.56 -0.48 -0.41 -0.33 -0.22 -0.14 -0.07
  0.    0.07  0.14  0.22  0.29  0.37  0.44  0.56  0.63  0.71  0.82  0.89
  1.01  1.12  1.23  1.34  1.46  1.61  1.76  1.91  2.09  2.24  2.43  2.62
  2.84  3.03  3.22  3.4   3.59  3.78  3.97  4.12  4.3   4.45  4.64  4.83
  5.01  5.24  5.5   5.8   6.1   6.4   6.66  6.89  7.15  7.37  7.56  7.79
  8.01  8.2   8.39  8.57  8.76  8.98  9.21  9.43  9.66  9.92 10.15 10.41
 10.63 10.89 11.12 11.34 11.53 11.72 11.91 12.09 12.28 12.47 12.66 12.88
 13.1  13.33 13.59 13.85 14.15]",0,52.0,19710600300570288
53170,6,3,43.56650574976651,-75.28849623712844,298.3053,40851953.3236476,"[-4.83 -4.6  -4.38 -4.19 -3.97 -3.7  -3.48 -3.22 -2.99 -2.77 -2.58 -2.39
 -2.24 -2.09 -1.98 -1.83 -1.72 -1.61 -1.49 -1.38 -1.27 -1.19 -1.08 -0.97
 -0.89 -0.78 -0.71 -0.59 -0.52 -0.41 -0.33 -0.26 -0.14 -0.07  0.    0.11
  0.18  0.26  0.37  0.44  0.56  0.63  0.71  0.82  0.93  1.01  1.12  1.19
  1.31  1.42  1.53  1.64  1.76  1.87  2.02  2.13  2.24  2.39  2.5   2.65
  2.77  2.92  3.07  3.22  3.37  3.52  3.67  3.85  4.    4.15  4.3   4.45
  4.6   4.79  4.94  5.09  5.28  5.46  5.65  5.88  6.14  6.44  6.77  7.07
  7.41  7.71  8.01  8.31  8.61  8.95  9.32  9.66  9.96 10.26 10.56 10.82
 11.08 11.31 11.57 11.79 12.06]",0,90.0,19710600300570348
53180,6,3,43.563720777221775,-75.28255435309745,336.17572,40851953.4062876,"[-4.12 -3.67 -3.33 -3.07 -2.84 -2.65 -2.5  -2.35 -2.24 -2.09 -2.02 -1.91
 -1.79 -1.72 -1.64 -1.57 -1.49 -1.42 -1.34 -1.27 -1.23 -1.16 -1.12 -1.04
 -1.01 -0.93 -0.89 -0.82 -0.78 -0.74 -0.67 -0.63 -0.59 -0.52 -0.48 -0.44
 -0.41 -0.37 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11 -0.03  0.    0.03  0.07
  0.11  0.14  0.22  0.26  0.29  0.33  0.37  0.44  0.48  0.52  0.56  0.63
  0.67  0.71  0.78  0.82  0.89  0.93  1.01  1.04  1.12  1.16  1.23  1.31
  1.38  1.42  1.49  1.57  1.64  1.72  1.79  1.87  1.94  2.02  2.13  2.2
  2.32  2.39  2.5   2.62  2.73  2.88  2.99  3.14  3.25  3.4   3.55  3.74
  3.89  4.12  4.34  4.6   5.05]",0,70.0,19710600300570358
