,beam,channel,lat_lowestmode,lon_lowestmode,elev_lowestmode,delta_time,rh,land_cover_data/landsat_water_persistence,land_cover_data/landsat_treecover,land_cover_data/region_class,land_cover_data/urban_proportion,land_cover_data/urban_focal_window_size,shot_number
107900,2,1,41.722329631039436,-75.0040795218212,351.44394,72195260.0210266,"[-4.   -3.74 -3.48 -3.29 -3.1  -2.91 -2.77 -2.65 -2.5  -2.39 -2.28 -2.17
 -2.09 -1.98 -1.9  -1.79 -1.72 -1.64 -1.57 -1.49 -1.42 -1.34 -1.27 -1.19
 -1.12 -1.08 -1.01 -0.93 -0.89 -0.82 -0.78 -0.71 -0.67 -0.59 -0.56 -0.48
 -0.44 -0.37 -0.33 -0.26 -0.22 -0.14 -0.11 -0.03  0.    0.03  0.11  0.14
  0.22  0.26  0.33  0.37  0.41  0.48  0.52  0.59  0.67  0.71  0.78  0.82
  0.89  0.97  1.01  1.08  1.16  1.23  1.31  1.38  1.45  1.53  1.6   1.72
  1.79  1.9   2.02  2.13  2.28  2.43  2.62  2.8   3.03  3.33  3.74  4.22
  4.9   5.65  6.55  7.48  8.23  8.87  9.43 10.06 10.78 11.6  12.39 13.1
 13.73 14.37 14.93 15.53 16.17]",0,100.0,7,0,3,75990200200275620
107950,2,1,41.73729951031503,-74.97614662476248,252.79956,72195260.43424915,"[-3.36 -3.14 -2.95 -2.77 -2.62 -2.5  -2.39 -2.28 -2.17 -2.05 -1.98 -1.9
 -1.83 -1.75 -1.68 -1.6  -1.53 -1.49 -1.42 -1.38 -1.31 -1.27 -1.19 -1.16
 -1.08 -1.04 -1.01 -0.97 -0.89 -0.86 -0.82 -0.78 -0.74 -0.67 -0.63 -0.59
 -0.56 -0.52 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.26 -0.22 -0.14 -0.11
 -0.07 -0.03  0.    0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.29  0.33
  0.37  0.41  0.44  0.48  0.52  0.59  0.63  0.67  0.71  0.74  0.78  0.86
  0.89  0.93  0.97  1.04  1.08  1.12  1.19  1.23  1.31  1.34  1.42  1.46
  1.53  1.6   1.68  1.75  1.83  1.9   1.98  2.09  2.2   2.32  2.43  2.58
  2.73  2.92  3.14  3.44  3.89]",0,43.0,7,0,3,75990200200275670
107970,2,1,41.743256395222495,-74.96502505226715,298.3485,72195260.59952915,"[-2.17 -1.72 -1.38 -1.04 -0.78 -0.48 -0.22  0.03  0.29  0.56  0.82  1.08
  1.34  1.57  1.79  2.02  2.2   2.39  2.58  2.73  2.88  3.03  3.18  3.33
  3.48  3.59  3.74  3.85  3.96  4.11  4.23  4.34  4.45  4.56  4.67  4.79
  4.86  4.97  5.09  5.16  5.27  5.35  5.46  5.54  5.65  5.72  5.84  5.91
  6.02  6.1   6.21  6.32  6.4   6.51  6.62  6.7   6.81  6.92  7.03  7.15
  7.26  7.41  7.52  7.67  7.82  8.01  8.19  8.42  8.64  8.91  9.13  9.39
  9.62  9.84 10.07 10.33 10.66 11.15 11.83 12.31 12.72 13.06 13.4  13.73
 14.18 14.82 15.46 16.02 16.65 17.4  17.93 18.3  18.6  18.86 19.13 19.39
 19.61 19.84 20.1  20.44 20.92]",0,100.0,7,0,3,75990200200275690
108050,2,1,41.767419733539924,-74.9198518069337,384.24747,72195261.2689687,"[-2.62 -2.17 -1.87 -1.6  -1.38 -1.19 -1.04 -0.89 -0.74 -0.63 -0.52 -0.41
 -0.29 -0.18 -0.07  0.03  0.11  0.22  0.33  0.44  0.56  0.71  0.82  0.97
  1.12  1.27  1.45  1.68  1.98  2.35  2.91  3.51  4.11  4.71  5.27  5.68
  6.06  6.36  6.69  7.07  7.52  7.97  8.38  8.75  9.05  9.31  9.61  9.88
 10.14 10.44 10.74 11.11 11.6  11.97 12.31 12.57 12.83 13.06 13.25 13.47
 13.73 13.96 14.22 14.48 14.74 15.04 15.34 15.64 15.94 16.2  16.46 16.73
 16.99 17.21 17.44 17.66 17.89 18.11 18.37 18.6  18.86 19.12 19.38 19.65
 19.87 20.13 20.36 20.58 20.81 21.03 21.26 21.52 21.74 22.04 22.34 22.64
 22.94 23.24 23.58 23.95 24.4 ]",0,100.0,7,0,3,75990200200275770
108060,2,1,41.770418002071224,-74.91424478709077,321.53308,72195261.3516087,"[-2.8  -2.58 -2.39 -2.2  -2.05 -1.9  -1.75 -1.64 -1.53 -1.42 -1.31 -1.19
 -1.08 -0.97 -0.89 -0.78 -0.71 -0.59 -0.52 -0.41 -0.33 -0.22 -0.14 -0.07
  0.03  0.11  0.22  0.29  0.37  0.48  0.56  0.67  0.74  0.86  0.97  1.04
  1.16  1.27  1.34  1.45  1.57  1.68  1.79  1.9   2.02  2.17  2.28  2.39
  2.54  2.69  2.8   2.95  3.1   3.25  3.4   3.55  3.7   3.89  4.04  4.23
  4.45  4.64  4.86  5.09  5.35  5.61  5.91  6.25  6.55  6.88  7.18  7.48
  7.78  8.08  8.42  8.75  9.13  9.5   9.88 10.25 10.63 11.   11.38 11.79
 12.24 12.72 13.4  14.15 14.86 15.49 16.09 16.65 17.14 17.63 18.04 18.45
 18.86 19.27 19.69 20.13 20.66]",0,99.0,7,0,3,75990200200275780
108070,2,1,41.773406893823434,-74.90865546973536,299.64914,72195261.4342487,"[-3.4  -3.18 -2.95 -2.8  -2.65 -2.5  -2.39 -2.28 -2.17 -2.09 -1.98 -1.9
 -1.83 -1.75 -1.68 -1.6  -1.53 -1.46 -1.38 -1.34 -1.27 -1.19 -1.16 -1.08
 -1.04 -0.97 -0.93 -0.86 -0.82 -0.78 -0.71 -0.67 -0.63 -0.56 -0.52 -0.48
 -0.41 -0.37 -0.33 -0.29 -0.22 -0.18 -0.14 -0.11 -0.03  0.    0.03  0.07
  0.14  0.18  0.22  0.29  0.33  0.37  0.41  0.48  0.52  0.56  0.63  0.67
  0.71  0.78  0.82  0.89  0.93  1.01  1.04  1.12  1.16  1.23  1.27  1.34
  1.42  1.49  1.53  1.6   1.68  1.75  1.83  1.94  2.02  2.09  2.2   2.28
  2.39  2.5   2.62  2.73  2.88  2.99  3.14  3.29  3.48  3.63  3.81  4.04
  4.26  4.49  4.79  5.12  5.61]",0,90.0,7,0,3,75990200200275790
108100,2,1,41.78234550940824,-74.89194866232118,372.95367,72195261.6821687,"[-3.55 -3.1  -2.76 -2.5  -2.32 -2.17 -2.05 -1.94 -1.83 -1.75 -1.68 -1.6
 -1.53 -1.45 -1.38 -1.34 -1.27 -1.23 -1.16 -1.12 -1.08 -1.04 -0.97 -0.93
 -0.89 -0.86 -0.82 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56 -0.52 -0.48
 -0.44 -0.41 -0.37 -0.33 -0.33 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11 -0.11
 -0.07 -0.03  0.    0.03  0.07  0.11  0.11  0.14  0.18  0.22  0.26  0.29
  0.33  0.37  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63  0.67  0.71
  0.74  0.78  0.82  0.86  0.93  0.97  1.01  1.04  1.12  1.16  1.19  1.27
  1.31  1.38  1.42  1.49  1.57  1.64  1.72  1.83  1.9   2.02  2.13  2.28
  2.43  2.62  2.88  3.18  3.63]",0,0.0,7,0,3,75990200200275820
108120,2,1,41.78830294242775,-74.88081344970576,428.16705,72195261.8474487,"[-4.26 -3.96 -3.63 -3.29 -2.95 -2.65 -2.39 -2.2  -2.02 -1.87 -1.72 -1.6
 -1.45 -1.38 -1.27 -1.16 -1.08 -1.01 -0.89 -0.82 -0.74 -0.67 -0.59 -0.52
 -0.44 -0.37 -0.29 -0.22 -0.14 -0.07  0.    0.07  0.14  0.22  0.29  0.37
  0.44  0.52  0.59  0.67  0.74  0.82  0.89  0.97  1.08  1.16  1.23  1.34
  1.45  1.57  1.64  1.79  1.9   2.05  2.17  2.35  2.5   2.69  2.88  3.14
  3.4   3.74  4.11  4.41  4.64  4.86  5.05  5.2   5.38  5.57  5.76  5.95
  6.17  6.36  6.54  6.73  6.88  7.07  7.22  7.33  7.48  7.63  7.82  7.97
  8.15  8.38  8.6   8.87  9.13  9.35  9.58  9.8  10.03 10.21 10.44 10.66
 10.92 11.22 11.56 11.93 12.35]",0,86.0,7,0,3,75990200200275840
108130,2,1,41.79128738601972,-74.87523269698262,432.16177,72195261.9300997,"[-4.34 -3.78 -3.4  -3.1  -2.84 -2.65 -2.47 -2.28 -2.17 -2.02 -1.9  -1.83
 -1.72 -1.64 -1.57 -1.49 -1.42 -1.34 -1.3  -1.23 -1.19 -1.12 -1.08 -1.01
 -0.97 -0.93 -0.89 -0.86 -0.78 -0.74 -0.71 -0.67 -0.63 -0.59 -0.56 -0.52
 -0.48 -0.44 -0.41 -0.37 -0.33 -0.29 -0.29 -0.26 -0.22 -0.18 -0.14 -0.11
 -0.07 -0.03  0.    0.03  0.03  0.07  0.11  0.14  0.18  0.22  0.26  0.29
  0.33  0.37  0.41  0.44  0.48  0.52  0.56  0.59  0.63  0.67  0.71  0.74
  0.78  0.82  0.86  0.89  0.97  1.01  1.04  1.12  1.16  1.23  1.27  1.34
  1.38  1.45  1.53  1.6   1.68  1.75  1.87  1.98  2.05  2.2   2.32  2.47
  2.65  2.88  3.14  3.48  4.07]",0,0.0,7,0,3,75990200200275850
108210,2,1,41.81574261277971,-74.82941521740734,438.9099,72195262.6077923,"[-2.91 -2.69 -2.47 -2.32 -2.17 -2.02 -1.87 -1.75 -1.64 -1.57 -1.45 -1.38
 -1.27 -1.19 -1.12 -1.04 -0.97 -0.89 -0.82 -0.74 -0.67 -0.59 -0.52 -0.44
 -0.41 -0.33 -0.26 -0.18 -0.14 -0.07  0.    0.03  0.11  0.18  0.26  0.29
  0.37  0.44  0.52  0.59  0.67  0.74  0.78  0.89  0.97  1.04  1.12  1.19
  1.31  1.38  1.49  1.6   1.72  1.83  1.94  2.09  2.24  2.43  2.65  2.88
  3.14  3.48  3.89  4.37  4.94  5.57  6.17  6.81  7.48  8.15  8.75  9.39
 10.1  10.92 11.71 12.42 13.02 13.54 13.99 14.41 14.78 15.12 15.45 15.79
 16.09 16.43 16.76 17.1  17.4  17.74 18.07 18.37 18.71 19.01 19.31 19.61
 19.94 20.28 20.62 21.03 21.55]",0,100.0,7,0,3,75990200200275930
